frame_id, x, y
map, 3.0027987957, -1.1321927309
map, 4.17963075638, 0.836884140968
map, 4.20312738419, -2.86106419563
map, 4.35519695282, -6.55819606781
map, 4.21879529953, -10.3857908249
map, 7.59402704239, -10.3965005875
map, 7.47410202026, -6.6991648674
map, 7.3857049942, -2.9051566124
map, 7.23322677612, 0.856286883354
map, 10.2227430344, 0.8431250453
map, 10.2464437485, -2.88697934151
map, 10.4634132385, -6.68017053604
map, 10.5174188614, -10.1206665039
map, 13.4756069183, -10.2626571655
map, 13.3886432648, -6.69374132156
map, 13.2351427078, -2.77151727676
map, 13.3723583221, 0.927452623844
map, 7.52612876892, -4.76939296722
